IDS_PROPQUEST_INC_000000	Evènement
IDS_PROPQUEST_INC_002622	J'écraserais ces monstres si seulement je pouvais bouger d'ici... C'est pourquoi j'ai besoin de votre aide. Je vous en prie, sauvez les 'Flocons de Neige' et ramenez-les moi.
IDS_PROPQUEST_INC_002623	Une récompense? Bien sûr qu'il y aura une récompense. Je ne peux rien vous promettre d'exceptionnel mais je ferai de mon mieux pour vous!!
IDS_PROPQUEST_INC_002624	Commencez par trouver 10 'Flocons de Neige'. Ainsi nous pourrons surmonter la crise! Dépêchez-vous avant que les méchants monstres ne jettent mes serviteurs dans le feu!
IDS_PROPQUEST_INC_002625	Vous n'avez que faire de l'hiver. Et bien vous pouvez griller en été!!
IDS_PROPQUEST_INC_002626	Merci beaucoup. Oh, mes serviteurs, je me suis fait tant de soucis pour vous!
IDS_PROPQUEST_INC_002627	Il n'y en a pas assez pour m'aider à protéger l'hiver.. Il m'en faut vraiment 10!
IDS_PROPQUEST_INC_002628	Amenez 10 'Flocons de Neige' à Bébé Hiver. Il vous donnera un ballon rose.
IDS_PROPQUEST_INC_002629	
IDS_PROPQUEST_INC_002630	Au secours de la Fée de la neige!
IDS_PROPQUEST_INC_002631	Comme c'est gentil! Merci! En fait, d'autres de mes serviteurs ont été capturés. Il s'agit des 'Fées des Neiges'. Bien que vous ayez sauvé mes 'Flocons de Neige', je ne pourrais pas sauver l'hiver sans les 'Fées des Neiges', mes prestes messagers...
IDS_PROPQUEST_INC_002632	Je vous en supplie. Dépêchez-vous de sauvez 10 'Fées des Neiges'!
IDS_PROPQUEST_INC_002633	Merci! Merci! Faites vite avant que les méchants monstres ne jettent mes serviteurs au feu.
IDS_PROPQUEST_INC_002634	Ainsi soit-il! Puissiez-vous souffrir des chaleurs de l'été!!
IDS_PROPQUEST_INC_002635	Oh, Merci beaucoup, Vous allez bien mes chéris? Je vous offre ce gage de ma gratitude du fond du coeur. Je vous prie d'accepter ceci.
IDS_PROPQUEST_INC_002636	Il n'y en a pas assez pour m'aider à protéger l'hiver.. Il m'en faut vraiment 10!
IDS_PROPQUEST_INC_002637	Amenez 10 'Fées des Neiges' à Bébé Hiver. Il vous donnera un ballon bleu.
IDS_PROPQUEST_INC_002638	
IDS_PROPQUEST_INC_002639	Un message pour 'Papa Hiver'!
IDS_PROPQUEST_INC_002640	Attendez, si vous avez un peu de temps, pourriez-vous apporter cette bonne nouvelle à mon Papa?
IDS_PROPQUEST_INC_002641	Vous êtes si gentil! Merci d'apporter cette bonne nouvelle à mon Papa! Il habite à Saincity. N'avez-vous jamais volé au dessus de Saincity? Hahaha!
IDS_PROPQUEST_INC_002642	(Soupir) Bien…je comprends. Il aurait pourtant été si heureux d'entendre cette bonne nouvelle...
IDS_PROPQUEST_INC_002643	Qui ça? Qu'est-ce que vous dites? C'est.. c'est vrai? (Rassuré) Ohh, quel soulagement. En fait, cet incident est arrivé par sa faute. Je lui avais dit de ne pas descendre à terre... 
IDS_PROPQUEST_INC_002644	Merci d'avoir fait tout le chemin jusqu'ici pour m'apporter cette nouvelle. Voici un gage de ma gratitude, prenez ceci. Je vais faire attention à ce que mon fils ne commette pas cette erreur à nouveau. Merci !
IDS_PROPQUEST_INC_002645	Retrouvez 'Papa Hiver' pour recevoir un ballon jaune.
IDS_PROPQUEST_INC_002646	
IDS_PROPQUEST_INC_002647	En quête de  maîtrise
IDS_PROPQUEST_INC_002648	L'amour est imprévisible
IDS_PROPQUEST_INC_002649	Hahaha, vous avez frappé à la bonne porte. Je suis Cupidou le messager de l'amour. Si vous pouvez donner forme à vos sentiments, je vous ferai un présent. ?
IDS_PROPQUEST_INC_002650	Les filles et les garçons doivent échanger leurs bouquets et leurs chocolats. Pouvez-vous m'apporter un bouquet et un chocolat ?
IDS_PROPQUEST_INC_002651	Tant pis... Vous n'arrivez pas à trouver de partenaire ? Vous voulez que ce soit moi hein?
IDS_PROPQUEST_INC_002652	Ohh. Bien joué ! Voici votre récompense.
IDS_PROPQUEST_INC_002653	Vous ne pouvez pas amener uniquement l'un des deux. Il me faut le chocolat ET le bouquet, compris ?
IDS_PROPQUEST_INC_002654	Apportez un choco fondant et un bouquet de l'amoureux transi à Cupidou, il vous donnera une preuve d'amour.
IDS_PROPQUEST_INC_002655	
IDS_PROPQUEST_INC_002656	n/a
IDS_PROPQUEST_INC_002657	n/a
IDS_PROPQUEST_INC_002658	n/a
IDS_PROPQUEST_INC_002659	n/a
IDS_PROPQUEST_INC_002660	n/a
IDS_PROPQUEST_INC_002661	n/a
IDS_PROPQUEST_INC_002662	n/a
IDS_PROPQUEST_INC_002663	
IDS_PROPQUEST_INC_002664	n/a
IDS_PROPQUEST_INC_002665	n/a
IDS_PROPQUEST_INC_002666	n/a
IDS_PROPQUEST_INC_002667	n/a
IDS_PROPQUEST_INC_002668	n/a
IDS_PROPQUEST_INC_002669	n/a
IDS_PROPQUEST_INC_002670	n/a
IDS_PROPQUEST_INC_002671	
IDS_PROPQUEST_INC_002672	n/a
IDS_PROPQUEST_INC_002673	n/a
IDS_PROPQUEST_INC_002674	n/a
IDS_PROPQUEST_INC_002675	n/a
IDS_PROPQUEST_INC_002676	n/a
IDS_PROPQUEST_INC_002677	n/a
IDS_PROPQUEST_INC_002678	n/a
IDS_PROPQUEST_INC_002679	
IDS_PROPQUEST_INC_002680	n/a
IDS_PROPQUEST_INC_002681	n/a
IDS_PROPQUEST_INC_002682	n/a
IDS_PROPQUEST_INC_002683	n/a
IDS_PROPQUEST_INC_002684	n/a
IDS_PROPQUEST_INC_002685	n/a
IDS_PROPQUEST_INC_002686	n/a
IDS_PROPQUEST_INC_002687	
IDS_PROPQUEST_INC_002688	n/a
IDS_PROPQUEST_INC_002689	n/a
IDS_PROPQUEST_INC_002690	n/a
IDS_PROPQUEST_INC_002691	n/a
IDS_PROPQUEST_INC_002692	n/a
IDS_PROPQUEST_INC_002693	n/a
IDS_PROPQUEST_INC_002694	n/a
IDS_PROPQUEST_INC_002695	
IDS_PROPQUEST_INC_002696	n/a
IDS_PROPQUEST_INC_002697	n/a
IDS_PROPQUEST_INC_002698	n/a
IDS_PROPQUEST_INC_002699	n/a
IDS_PROPQUEST_INC_002700	n/a
IDS_PROPQUEST_INC_002701	n/a
IDS_PROPQUEST_INC_002702	n/a
IDS_PROPQUEST_INC_002703	
IDS_PROPQUEST_INC_002704	n/a
IDS_PROPQUEST_INC_002705	n/a
IDS_PROPQUEST_INC_002706	n/a
IDS_PROPQUEST_INC_002707	n/a
IDS_PROPQUEST_INC_002708	n/a
IDS_PROPQUEST_INC_002709	n/a
IDS_PROPQUEST_INC_002710	n/a
IDS_PROPQUEST_INC_002711	
IDS_PROPQUEST_INC_002712	n/a
IDS_PROPQUEST_INC_002713	n/a
IDS_PROPQUEST_INC_002714	n/a
IDS_PROPQUEST_INC_002715	n/a
IDS_PROPQUEST_INC_002716	n/a
IDS_PROPQUEST_INC_002717	n/a
IDS_PROPQUEST_INC_002718	n/a
IDS_PROPQUEST_INC_002719	
IDS_PROPQUEST_INC_002720	n/a
IDS_PROPQUEST_INC_002721	n/a
IDS_PROPQUEST_INC_002722	n/a
IDS_PROPQUEST_INC_002723	n/a
IDS_PROPQUEST_INC_002724	n/a
IDS_PROPQUEST_INC_002725	n/a
IDS_PROPQUEST_INC_002726	n/a
IDS_PROPQUEST_INC_002727	n/a
IDS_PROPQUEST_INC_002728	n/a
IDS_PROPQUEST_INC_002729	n/a
IDS_PROPQUEST_INC_002730	n/a
IDS_PROPQUEST_INC_002731	n/a
IDS_PROPQUEST_INC_002732	n/a
IDS_PROPQUEST_INC_002733	n/a
IDS_PROPQUEST_INC_002734	n/a
IDS_PROPQUEST_INC_002735	n/a
IDS_PROPQUEST_INC_002736	n/a
IDS_PROPQUEST_INC_002737	n/a
IDS_PROPQUEST_INC_002738	n/a
IDS_PROPQUEST_INC_002739	n/a
IDS_PROPQUEST_INC_002740	n/a
IDS_PROPQUEST_INC_002741	n/a
IDS_PROPQUEST_INC_002742	n/a
IDS_PROPQUEST_INC_002743	n/a
IDS_PROPQUEST_INC_002744	n/a
IDS_PROPQUEST_INC_002745	n/a
IDS_PROPQUEST_INC_002746	n/a
IDS_PROPQUEST_INC_002747	n/a
IDS_PROPQUEST_INC_002748	n/a
IDS_PROPQUEST_INC_002749	n/a
IDS_PROPQUEST_INC_002750	n/a
IDS_PROPQUEST_INC_002751	n/a
IDS_PROPQUEST_INC_002752	n/a
IDS_PROPQUEST_INC_002753	n/a
IDS_PROPQUEST_INC_002754	n/a
IDS_PROPQUEST_INC_002755	n/a
IDS_PROPQUEST_INC_002756	n/a
IDS_PROPQUEST_INC_002757	n/a
IDS_PROPQUEST_INC_002758	n/a
IDS_PROPQUEST_INC_002759	n/a
IDS_PROPQUEST_INC_002760	n/a
IDS_PROPQUEST_INC_002761	n/a
IDS_PROPQUEST_INC_002762	n/a
IDS_PROPQUEST_INC_002763	n/a
IDS_PROPQUEST_INC_002764	n/a
IDS_PROPQUEST_INC_002765	n/a
IDS_PROPQUEST_INC_002766	n/a
IDS_PROPQUEST_INC_002767	n/a
IDS_PROPQUEST_INC_002768	n/a
IDS_PROPQUEST_INC_002769	n/a
IDS_PROPQUEST_INC_002770	n/a
IDS_PROPQUEST_INC_002771	n/a
IDS_PROPQUEST_INC_002772	n/a
IDS_PROPQUEST_INC_002773	n/a
IDS_PROPQUEST_INC_002774	n/a
IDS_PROPQUEST_INC_002775	n/a
IDS_PROPQUEST_INC_002776	n/a
IDS_PROPQUEST_INC_002777	n/a
IDS_PROPQUEST_INC_002778	n/a
IDS_PROPQUEST_INC_002779	n/a
IDS_PROPQUEST_INC_002780	n/a
IDS_PROPQUEST_INC_002781	n/a
IDS_PROPQUEST_INC_002782	n/a
IDS_PROPQUEST_INC_002783	n/a
IDS_PROPQUEST_INC_002784	n/a
IDS_PROPQUEST_INC_002785	n/a
IDS_PROPQUEST_INC_002786	n/a
IDS_PROPQUEST_INC_002787	n/a
IDS_PROPQUEST_INC_002788	n/a
IDS_PROPQUEST_INC_002789	n/a
IDS_PROPQUEST_INC_002790	n/a
IDS_PROPQUEST_INC_002791	n/a
IDS_PROPQUEST_INC_002792	
IDS_PROPQUEST_INC_002793	Souhaitez-moi bonne chance !
IDS_PROPQUEST_INC_002794	Bonjour, bonjour ! Je souhaite offrir des trèfle s à 3 feuilles à mes amis et à ma famille. Vous savez où en trouver ? 
IDS_PROPQUEST_INC_002795	Haha, je le savais! C'est mon jour de chance. Apportez-moi donc 20 trèfle s à 3 feuilles comme ceux que les monstres transportent !
IDS_PROPQUEST_INC_002796	Oh, pas de chance pour moi. Revenez si vous changez d'avis.
IDS_PROPQUEST_INC_002797	Miraculeux, vous en avez trouvé 20 ! Acceptez ceci pour votre aide et n'hésitez pas à m'apporter tous les trèfle s que vous trouverez !
IDS_PROPQUEST_INC_002798	Hum, il vous manque des trèfles à 3 feuilles.
IDS_PROPQUEST_INC_002799	Apportez 20  trèfle s à 3 feuilles au Leprechaun. Il vous donnera une boîte de la St.Patrick.
IDS_PROPQUEST_INC_002800	
IDS_PROPQUEST_INC_002801	Plus de chance !
IDS_PROPQUEST_INC_002802	C'est vous qui m'avez déjà aidé non ? J'ai une nouvelle faveur à vous demander. J'ai eu des revers de fortune récemment mais vous pouvez m'aider.
IDS_PROPQUEST_INC_002803	Comme vous le savez, les trèfle s à 4 feuilles sont de puissants porte bonheur. Les monstres en transportent parfois avec eux.
IDS_PROPQUEST_INC_002804	Oui, vous avez raison, c'est mon problème après tout.
IDS_PROPQUEST_INC_002805	Ooooh un trèfle  à 4 feuilles ! Je le sens ma chance est déjà de retour ! Acceptez ce petit quelque chose pour vos efforts.
IDS_PROPQUEST_INC_002806	Vous ne l'avez pas encore trouvé ? Hum je ne suis peut-être pas la seule personne ici qui a des soucis de chance.
IDS_PROPQUEST_INC_002807	Apportez un trèfle  à 4 feuilles au Leprechaun. Il vous offrira une cape porte bonheur.
IDS_PROPQUEST_INC_002808	
IDS_PROPQUEST_INC_002809	Le souci de Cupidou
IDS_PROPQUEST_INC_002810	Bonjour, j'ai comme qui dirait besoin d'aide. Pourriez-vous retrouver certains objets importants pour moi et pour tous les amoureux ?
IDS_PROPQUEST_INC_002811	Je voudrais que vous retrouviez 10 chandelles dans la zone de collecte. Ces chandelles sont très importantes et je vous récompenserai en conséquence.
IDS_PROPQUEST_INC_002812	Vous ne voulez pas m'aider ? Je sens que vous allez le regretter.
IDS_PROPQUEST_INC_002813	Bien joué. Voici votre récompense. Faites attention en l'ouvrant ! Cliquez dessus mais ne le mettez pas en raccourci.
IDS_PROPQUEST_INC_002814	Humm vous ne savez pas compter jusqu'à 10 ?
IDS_PROPQUEST_INC_002815	Apportez 10 chandelles à Cupidou et vous recevrez un cadeau.
IDS_PROPQUEST_INC_002816	
IDS_PROPQUEST_INC_002817	Invocation vaudou
IDS_PROPQUEST_INC_002818	Bonjour, je suis Babario, grand sorcier vaudou. Je peux t'offrir puissance et richesse. Rapporte moi les 5 morceaux du Dagyde et tu seras récompensé. Si tu échoues, je te transformerai en une jolie chèvre.
IDS_PROPQUEST_INC_002819	Tu verras, tu ne seras pas déçu de ma générosité si tu réussis. Va, grâce à toi je rassemblerai de nouveaux les esprits perdus dans cette grotte.
IDS_PROPQUEST_INC_002820	Hmmm, tu n'imagines pas ce sur quoi tu fais une impasse … Je devrais te maudire mais tu m'es sympathique. Va et reviens me voir si tu changes d'avis.
IDS_PROPQUEST_INC_002821	Tu l'as fait. Observe à présent. Oh esprits d'Ishtar, insufflez la vie à ce dagyde, qu'il suive et serve son maître jusqu'à la fin des temps.
IDS_PROPQUEST_INC_002822	Mmm… Tu as bien certaines parties d'un dagyde mais c'est insuffisant. Trouve les autres parties avant que je te transforme en serviteur de Mahtolle.
IDS_PROPQUEST_INC_002823	Babario animera le dagyde et en fera ton serviteur éternel si tu réussis. Il te suivra pour toujours et ramassera les objets pour toi. Mais à quel prix …
IDS_PROPQUEST_INC_002824	
IDS_PROPQUEST_INC_002825	No Info
IDS_PROPQUEST_INC_002826	No Info
IDS_PROPQUEST_INC_002827	No Info
IDS_PROPQUEST_INC_002828	No Info
IDS_PROPQUEST_INC_002829	No Info
IDS_PROPQUEST_INC_002830	No Info
IDS_PROPQUEST_INC_002831	No Info
IDS_PROPQUEST_INC_002832	No Info
IDS_PROPQUEST_INC_002833	No Info
IDS_PROPQUEST_INC_002834	
IDS_PROPQUEST_INC_002835	Hero Challenge
IDS_PROPQUEST_INC_002836	No Info
IDS_PROPQUEST_INC_002837	No Info
IDS_PROPQUEST_INC_002838	No Info
IDS_PROPQUEST_INC_002839	No Info
IDS_PROPQUEST_INC_002840	No Info
IDS_PROPQUEST_INC_002841	No Info
IDS_PROPQUEST_INC_002842	No Info
IDS_PROPQUEST_INC_002843	
IDS_PROPQUEST_INC_002844	Ultimate Hero Challenge
IDS_PROPQUEST_INC_002845	No Info
IDS_PROPQUEST_INC_002846	No Info
IDS_PROPQUEST_INC_002847	No Info
IDS_PROPQUEST_INC_002848	No Info
IDS_PROPQUEST_INC_002849	No Info
IDS_PROPQUEST_INC_002850	No Info
IDS_PROPQUEST_INC_002851	No Info
IDS_PROPQUEST_INC_002852	
IDS_PROPQUEST_INC_002853	Running of the Dumb Bull
IDS_PROPQUEST_INC_002854	You look like you can handle yourself pretty well. 
IDS_PROPQUEST_INC_002855	These Rampaging Dumb Bulls are running rampant and are out of control. I could certainly use some help getting their numbers under control.  I need you to hunt 100 Rampaging Dumb Bulls, are you willing to lend a hand?
IDS_PROPQUEST_INC_002856	You will find these Rampaging Dumb Bulls roaming all over Madrigal.  You can tell them apart from normal Dumb Bulls by their smaller stature and their flaming red color.
IDS_PROPQUEST_INC_002857	What's wrong ya' scared? If you change your mind, I'll be here.
IDS_PROPQUEST_INC_002858	Ahh... it seems to be clearing up out there. Here is something for your troubles. I can always use some extra help taking out the rest. If you got nothing else to do, feel free to ask me if you would like to help me out again.
IDS_PROPQUEST_INC_002859	The Rampaging Dumb Bull’s aren’t going to just fall over. Get out there and take them out!
IDS_PROPQUEST_INC_002860	You need to go back to the Dumb Bull Matador after you kill 100 Dumb Bulls to claim your prize.
IDS_PROPQUEST_INC_002861	
IDS_PROPQUEST_INC_002862	Running of the Dumb Bull
IDS_PROPQUEST_INC_002863	You look like you can handle yourself pretty well. 
IDS_PROPQUEST_INC_002864	These Rampaging Dumb Bulls are running rampant and are out of control. I could certainly use some help getting their numbers under control.  I need you to hunt 100 Rampaging Dumb Bulls, are you willing to lend a hand?
IDS_PROPQUEST_INC_002865	You will find these Rampaging Dumb Bulls roaming all over Madrigal.  You can tell them apart from normal Dumb Bulls by their smaller stature and their flaming red color.
IDS_PROPQUEST_INC_002866	What's wrong ya' scared? If you change your mind, I'll be here.
IDS_PROPQUEST_INC_002867	Ahh... it seems to be clearing up out there. Here is something for your troubles. I can always use some extra help taking out the rest. If you got nothing else to do, feel free to ask me if you would like to help me out again.
IDS_PROPQUEST_INC_002868	The Rampaging Dumb Bull’s aren’t going to just fall over. Get out there and take them out!
IDS_PROPQUEST_INC_002869	You need to go back to the Dumb Bull Matador after you kill 100 Dumb Bulls to claim your prize.
IDS_PROPQUEST_INC_002870	
IDS_PROPQUEST_INC_002871	Collectionneur d'étoiles
IDS_PROPQUEST_INC_002872	Il y a parfois des morceaux d'étoiles filantes qui tombent sur madrigal. C'est si joli.
IDS_PROPQUEST_INC_002873	Je voudrais en avoir des tas pour les contempler à longueur de journée. M'aiderez-vous ?
IDS_PROPQUEST_INC_002874	Je vous récompenserai pour tous les lots de 5 étoiles et 5 bouteilles en verre que vous m'apporterez.
IDS_PROPQUEST_INC_002875	Vraiment ? Vous n'aimez pas les étoiles ?
IDS_PROPQUEST_INC_002876	Merci, merci, merciii ! Les étoiles seront si belles, exposées dans ces bouteilles en verre.
IDS_PROPQUEST_INC_002877	Il m'en faut 5 de chaque. Dépêchez vous avant que les autres n'aient tout ramassé !
IDS_PROPQUEST_INC_002878	Ramenez 5 morceaux d'étoiles et  5 bouteilles en verre pour gagner une récompense.
IDS_PROPQUEST_INC_002879	
IDS_PROPQUEST_INC_002880	Village Elliun
IDS_PROPQUEST_INC_002881	3ème évolution de classe
IDS_PROPQUEST_INC_002882	
IDS_PROPQUEST_INC_002883	Templier
IDS_PROPQUEST_INC_002884	
IDS_PROPQUEST_INC_002885	Chapitre 1 - Preuve d'héroïsme
IDS_PROPQUEST_INC_002886	Pourquoi venez-vous me déranger ? Vous voulez devenir plus fort ? Je pense que vous êtes déjà bien assez fort, Hahaha ! Oui, vous aussi vous sentez cette force sacrée dans votre cœur.
IDS_PROPQUEST_INC_002887	Voulez-vous réveiller ce pouvoir ? Je peux vous aider à trouver la force... Mais avant toute chose je veux m'assurer que vous avez le talent nécessaire pour cela.
IDS_PROPQUEST_INC_002888	J'ai ouï dire que sur le continent où vous viviez, à Darkon, les monstres étaient féroces. Triomphez de 10 Capitaines Luia à Darkon 3.
IDS_PROPQUEST_INC_002889	Vous êtes courageux, c'est un bon début. Bonne chance.
IDS_PROPQUEST_INC_002890	Obtenir de nouveaux pouvoirs n'est pas donné aux peureux. Si vous retrouvez votre courage, revenez-me voir.
IDS_PROPQUEST_INC_002891	Tuez 10 Capitaines Luia à Darkon 3.
IDS_PROPQUEST_INC_002892	Vous avez terrassé 10 Capitaines Luia ! Je vais donc vous aider à réveiller votre pouvoir comme promis.
IDS_PROPQUEST_INC_002893	Tuez 10 Capitaines Luia à Darkon 3 et revenez voir l'entraîneur des templiers.
IDS_PROPQUEST_INC_002894	
IDS_PROPQUEST_INC_002895	Chapitre 2 - Le respect des anciens
IDS_PROPQUEST_INC_002896	Avant de pouvoir éveiller le pouvoir, je vais vous demander un service car je ne peux pas m'absenter de cette ville...
IDS_PROPQUEST_INC_002897	Cela fait un siècle que ma famille attend un messager tel que vous.
IDS_PROPQUEST_INC_002898	Mon ancêtre était le disciple préféré du grand sage Radéon. Il vécu tourmenté toute sa vie de ne pas pouvoir envoyer de message à son maître une fois arrivé à Kailun.
IDS_PROPQUEST_INC_002899	Voici les dernières volontés de mon ancêtre. Elles ont été conservées pour le jour où un aventurier serait capable de les apporter à Radéon. Serez-vous notre messager ?
IDS_PROPQUEST_INC_002900	Le grand sage Radéon vivait près de la fontaine des défunts à Flaris. Peut-être y vit-il toujours.
IDS_PROPQUEST_INC_002901	Si vous refusez d'honorer la mémoire des anciens, je ne pourrai pas vous aider.
IDS_PROPQUEST_INC_002902	Fontaine des défunts à Flaris.
IDS_PROPQUEST_INC_002903	Vous avez été envoyé par un descendant de Bolfos ? Bolfos, mon disciple bien aimé ?
IDS_PROPQUEST_INC_002904	Rencontrez Radéon à la fontaine des défunts à Flaris.
IDS_PROPQUEST_INC_002905	
IDS_PROPQUEST_INC_002906	Chapitre 3 - Le manteau du disciple
IDS_PROPQUEST_INC_002907	Je ne peux pas le croire ! Je pensais Bolfos décédé depuis longtemps ! Où se trouvent ses descendants ? à Kailun? Alors il y avait bien un continent loin au nord...
IDS_PROPQUEST_INC_002908	Je suis content d'apprendre que les descendants de mon élève prospèrent même si Bolfos est mort de vieillesse. Pouvez-vous faire quelque chose pour moi ?
IDS_PROPQUEST_INC_002909	J'avais préparé un manteau pour Bolfos mais terrassé de chagrin pour mon disciple disparu, je l'ai enterré au fond de la Mine de Mas.
IDS_PROPQUEST_INC_002910	Je voudrais que ce manteau revienne aux descendants de Bolphos. Pourriez-vous me le rapporter ?
IDS_PROPQUEST_INC_002911	Merci. Bien qu'immortel, mon corps est à présent trop faible pour y aller moi même. J'ai caché le manteau sous une statue de Vice veduque.
IDS_PROPQUEST_INC_002912	Je ne peux pas vous forcer si vous avez peur d'y aller. Merci tout de même pour la bonne nouvelle.
IDS_PROPQUEST_INC_002913	Je l'ai enfouie sous une statue de Vice veduque au fin fond de la Mine de Mas.
IDS_PROPQUEST_INC_002914	Vous l'avez retrouvé ! Grand merci.
IDS_PROPQUEST_INC_002915	Trouvez le manteau sous la statue du Vice veduque dans la Mine de Mas.
IDS_PROPQUEST_INC_002916	
IDS_PROPQUEST_INC_002917	Chapitre 5 - La tombe du disciple
IDS_PROPQUEST_INC_002918	Vous avez résolu un problème qui faisait de la peine à ma famille depuis un siècle. Les ancêtres dans les cieux sont enfin en paix.
IDS_PROPQUEST_INC_002919	Nous souhaitons que ce manteau soit déposé sur la tombe. Pouvez-vous me rendre ce dernier service ?
IDS_PROPQUEST_INC_002920	Nous croyons que les êtres vivants font partie du cycle de la nature. Il est normal que les vivants meurent, nous les enterrons au pied du grand arbre.
IDS_PROPQUEST_INC_002921	Le chemin qui mène aux tombes commence derrière la maison du grand chef. Bien entendu, vous ne serez pas invité à passer. Pouvez-vous lui apporter le manteau ?
IDS_PROPQUEST_INC_002922	Merci. Je vais vous aider à partir de maintenant.
IDS_PROPQUEST_INC_002923	Je ne peux rien lui apprendre, cet enfant n’a aucune patience. Trop de colère en lui. Il n'est pas prêt.
IDS_PROPQUEST_INC_002924	Apportez le manteau au chef du village.
IDS_PROPQUEST_INC_002925	Qu'est-ce qui vous amène ? Vous voulez poser ce manteau sur une des tombes au pied de l'arbre ? Cet arbre est sacré, il est la ligne de vie de notre village. Comment osez-vous demander d'y déposer des vieux déchets ?
IDS_PROPQUEST_INC_002926	Apportez le manteau au chef du village Elliun.
IDS_PROPQUEST_INC_002927	
IDS_PROPQUEST_INC_002928	Chapitre 6 - Eveiller la force
IDS_PROPQUEST_INC_002929	Quoi ? C'est Emblum qui vous envoie ? Hum Hum, très bien, donnez-le moi… vous pourrez dire à Emblum que cette horr... euh, ce manteau a été déposé sur la tombe.
IDS_PROPQUEST_INC_002930	Je vais aller déposer le manteau. Ne me laissez pas vous retenir plus longtemps.
IDS_PROPQUEST_INC_002931	Que faites-vous encore ici, je vous ai rendu sourd en vous criant dessus ?
IDS_PROPQUEST_INC_002932	Oui, oui, je vais le faire. Combien de fois vais-je devoir vous le répéter ? 
IDS_PROPQUEST_INC_002933	Vous avez accompli toutes mes requêtes. Vous avez prouvé que vous aviez bon cœur. Vous ferez bon usage de votre pouvoir.
IDS_PROPQUEST_INC_002934	*Pose ses mains de manière étrange sur votre front* Vous êtes à présent un Templier. Utilisez cette force pour aider les faibles et les innocents.
IDS_PROPQUEST_INC_002935	Retournez voir Emblum.
IDS_PROPQUEST_INC_002936	Spadassin
IDS_PROPQUEST_INC_002937	
IDS_PROPQUEST_INC_002938	Chapitre 1 - Preuve d'héroïsme
IDS_PROPQUEST_INC_002939	Pouvez-vous sentir cette joie au fond de vous quand vos lames dansent ? Souriez-vous quand vous faites couler le sang de vos ennemis ? Je vais vous aider à révéler votre vrai pouvoir, tête de bois !
IDS_PROPQUEST_INC_002940	Chaque talent a son utilité. Il ne vous reste plus qu'à prouver votre utilité…
IDS_PROPQUEST_INC_002941	Nous allons voir ce que vous valez. J'ai entendu dire que les Capitaine Shuamma à Darkon étaient particulièrement résistants…
IDS_PROPQUEST_INC_002942	Allez.. Inhumer 10 Capitaines Shuamma à Darkon 3 et revenez me voir. Si je peux encore vous reconnaître nous passerons à la suite.
IDS_PROPQUEST_INC_002943	Prouvez votre valeur ! J'attendrai ici.
IDS_PROPQUEST_INC_002944	La peur est le chemin vers le côté obscur…
IDS_PROPQUEST_INC_002945	10 Capitaines Shuamma à Darkon 3
IDS_PROPQUEST_INC_002946	Impressionnant. Vous avez vraiment du potentiel.
IDS_PROPQUEST_INC_002947	Tuez 10 Capitaines Shuamma à Darkon 3
IDS_PROPQUEST_INC_002948	
IDS_PROPQUEST_INC_002949	Chapitre 2 - Le respect des anciens
IDS_PROPQUEST_INC_002950	Avant de réveiller votre pouvoir, vous allez devoir me rendre un service… m'aider à apaiser mes ancêtres.
IDS_PROPQUEST_INC_002951	Chaque nuit, je suis visité par le fantôme de mon grand père Perlus.
IDS_PROPQUEST_INC_002952	Durant sa jeunesse, il aurait dérobé un objet au Grand Sage Radéon et n'a jamais eu le courage de le lui rendre.
IDS_PROPQUEST_INC_002953	Pourriez-vous trouver Radéon à la fontaine des Défunts à Flaris et l'aider à récupérer ce qui lui a été volé ?
IDS_PROPQUEST_INC_002954	Le grand sage Radéon vivait près de la fontaine des défunts à Flaris. Peut-être y vit-il toujours.
IDS_PROPQUEST_INC_002955	Vous rejetez ma requête ? Soit, estimez vous heureux que je vous laisse partir en vie.
IDS_PROPQUEST_INC_002956	… la fontaine des défunts à Flaris.
IDS_PROPQUEST_INC_002957	Un descendant de Perlus vous envoie ? Je me souviens du jeune Perlus…
IDS_PROPQUEST_INC_002958	Rencontrez Radéon à la fontaine des défunts à Flaris.
IDS_PROPQUEST_INC_002959	
IDS_PROPQUEST_INC_002960	Chapitre 3 - Le manteau du disciple
IDS_PROPQUEST_INC_002961	Pelrus était un petit voleur ! Avant de partir en expédition et de disparaître, il m'a dérobé un manteau spécial.
IDS_PROPQUEST_INC_002962	Apaiser son esprit, dites-vous… je vois, son âme ne trouve pas de repos à cause de ce forfait. Voilà ce que vous allez faire…
IDS_PROPQUEST_INC_002963	J'avais fait un manteau magique pour mon disciple préféré. Connaissant Perlus, il aura caché son butin dans la mine de Mas.
IDS_PROPQUEST_INC_002964	Je veux que ce manteau revienne aux descendants de mon disciple. Allez le récupérer.
IDS_PROPQUEST_INC_002965	Merci. Bien qu'immortel, mon corps est à présent trop faible pour y aller moi même. J'ai caché le manteau sous une statue de Vice veduque.
IDS_PROPQUEST_INC_002966	Je ne peux pas vous forcer si vous avez peur d'y aller. Tant pis pour l'âme de Perlus
IDS_PROPQUEST_INC_002967	Le manteau est caché sous une statue de Vice veduque au fin fond de la Mine de Mas.
IDS_PROPQUEST_INC_002968	Vous l'avez retrouvé ! Grand merci.
